,mite_id,substrates,products
80,MITE0000043.reaction1.example1,C[C@@H]1CC=CC(=O)NCC=CC=C[C@@H](O)C[C@@H](O)Cc2nc(co2)C(=O)N[C@H](CS)CC(=O)O1,C[C@@H]1CC=C2SC[C@H](CC(=O)O1)NC(=O)c1coc(n1)C[C@H](O)C[C@H](O)C=CC=CCNC2=O
81,MITE0000044.reaction1.example1,CC(C)[C@@H]1NC(=O)[C@@H]2[C@H](C)CCN2C(=O)CN/C(=N\[C@H](C(=O)N[C@H](C(=O)N[C@H](CC(=O)O)C2=N[C@H](C(=O)O)CS2)[C@@H](C)c2ccccc2)C(C)(C)C)[C@H](C(C)(C)C)NC1=O,CC(C)[C@@H]1NC(=O)[C@@H]2[C@H](C)CCN2C(=O)CN/C(=N\[C@H](C(=O)N[C@H](C(=O)N[C@H](CC(=O)O)c2nccs2)[C@@H](C)c2ccccc2)C(C)(C)C)[C@H](C(C)(C)C)NC1=O
82,MITE0000045.reaction1.example1,CC(C)[C@@H]1NC(=O)[C@@H]2[C@H](C)CCN2C(=O)CN/C(=N\[C@H](C(=O)N[C@H](C(=O)N[C@H](CC(=O)O)c2nccs2)[C@@H](C)c2ccccc2)C(C)(C)C)[C@H](C(C)(C)C)NC1=O,COC(=O)C[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](/N=C1\NCC(=O)N2CC[C@@H](C)[C@H]2C(=O)N[C@@H](C(C)C)C(=O)N[C@H]1C(C)(C)C)C(C)(C)C)[C@@H](C)c1ccccc1)c1nccs1
83,MITE0000046.reaction1.example1,CSCC[C@H](NC(=O)[C@H](CS)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)CN)C(C)C)C(C)C)C(C)C)C(=O)O,CSCC[C@H](NC(=O)[C@H](CS)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)CN)C(C)C)C(C)(C)C)C(C)(C)C)C(=O)O
84,MITE0000047.reaction1.example1,CSCC[C@H](NC(=O)[C@H](CS)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)CN)C(C)C)C(C)C)C(C)C)C(=O)O,CSCC[C@H](NC(=O)[C@H](CS)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]1[C@@H](C)CCN1C(=O)CN)C(C)C)C(C)C)C(C)C)C(=O)O
85,MITE0000048.reaction1.example1,CSCC[C@H](NC(=O)[C@H](CS)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@@H](N)CCSC)C(C)C)C(C)C)C(C)C)C(=O)O,CSCC[C@H](NC(=O)[C@H](CS)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)CN)C(C)C)C(C)C)C(C)C)C(=O)O
86,MITE0000049.reaction1.example1,CSCC[C@H](NC(=O)[C@H](CS)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)CN)C(C)C)C(C)C)C(C)C)C(=O)O,CSCC[C@H](NC(=O)[C@H](CS)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)CN)C(C)C)C(C)C)C(C)C)[C@@H](C)c1ccccc1)C(=O)O
87,MITE0000050.reaction1.example1,CSCC[C@H](NC(=O)[C@@H]1CSC([C@H](CC(=O)O)NC(=O)[C@@H](NC(=O)[C@@H](/N=C2\NCC(=O)N3CC[C@H](C)[C@H]3C(=O)N[C@@H](C(C)C)C(=O)N[C@H]2C(C)(C)C)C(C)(C)C)[C@@H](C)c2ccccc2)=N1)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)O)[C@@H](C)O)[C@@H](C)O,CC(C)[C@@H]1NC(=O)[C@@H]2[C@@H](C)CCN2C(=O)CN/C(=N\[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(=O)O)C2=N[C@H](C(=O)O)CS2)[C@@H](C)c2ccccc2)C(C)(C)C)[C@H](C(C)(C)C)NC1=O
88,MITE0000051.reaction1.example1,CC(C)[C@@H]1NC(=O)[C@@H]2[C@H](C)CCN2C(=O)CN/C(=N\[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(=O)O)C2=N[C@H](C(=O)O)CS2)[C@@H](C)c2ccccc2)C(C)(C)C)[C@H](C(C)(C)C)NC1=O,CC(C)[C@@H]1NC(=O)[C@@H]2[C@H](C)CCN2C(=O)CNC(=N[C@H](C(=O)N[C@H](C(=O)N[C@H](CC(=O)O)C2=N[C@H](C(=O)O)CS2)[C@@H](C)c2ccccc2)C(C)(C)C)[C@H](C(C)(C)C)NC1=O
89,MITE0000052.reaction1.example1,CSCC[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CCSC)NC(=O)[C@H](CS)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)CN)C(C)C)C(C)C)C(C)C)[C@@H](C)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)O)[C@@H](C)O,CSCC[C@H](NC(=O)[C@@H]1CSC([C@H](CC(=O)O)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]2CCCN2C(=O)CN)C(C)C)C(C)C)C(C)C)=N1)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)O)[C@@H](C)O)[C@@H](C)O
90,MITE0000053.reaction1.example1,CSCC[C@H](NC(=O)[C@@H]1CSC([C@H](CC(=O)O)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]2CCCN2C(=O)CN)C(C)C)C(C)C)C(C)C)=N1)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)O)[C@@H](C)O)[C@@H](C)O,CSCC[C@H](NC(=O)[C@@H]1CSC([C@H](CC(=O)O)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](/N=C2\NCC(=O)N3CCC[C@H]3C(=O)N[C@@H](C(C)C)C(=O)N[C@H]2C(C)C)C(C)C)=N1)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)O)[C@@H](C)O)[C@@H](C)O
91,MITE0000054.reaction1.example1,C=C1NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(NC(=O)/C(=C/C)NC(=O)C(N)C(C)C)CSCC(C(=O)NC2C(=O)N3CCCC3C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC3CSCC4NC(=O)C(CC(N)=O)NC(=O)C(CSCC5NC(=O)C(Cc6ccccc6)NC(=O)C(CSC=CNC5=O)NC4=O)NC(=O)CNC(=O)CNC(=O)CNC(=O)C4C(O)C(O)CN4C3=O)C(C)O)CSC2C)NC(=O)C(CC(C)C)NC1=O,C=C1NC(=O)C(Cc2c[nH]c3ccc(Cl)cc23)NC(=O)C(NC(=O)C(=CC)NC(=O)C(N)C(C)C)CSCC(C(=O)NC2C(=O)N3CCCC3C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC3CSCC4NC(=O)C(CC(N)=O)NC(=O)C(CSCC5NC(=O)C(Cc6ccccc6)NC(=O)C(CSC=CNC5=O)NC4=O)NC(=O)CNC(=O)CNC(=O)CNC(=O)C4C(O)C(O)CN4C3=O)C(C)O)CSC2C)NC(=O)C(CC(C)C)NC1=O
92,MITE0000055.reaction1.example1,CC[C@H](C)[C@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)CNC(=O)[C@H](C)NC(=O)CNC(=O)CN)C(C)C)C(C)C)C(=O)NCC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NCC(=O)O)[C@@H](C)CC)[C@@H](C)O,CC[C@H](C)[C@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H]1CCC(=O)NCC(=O)NCC(=O)N[C@@H](C)C(=O)NCC(=O)N[C@@H](Cc2c[nH]cn2)C(=O)N[C@@H](C(C)C)C(=O)N2CCC[C@H]2C(=O)N1)C(C)C)C(=O)NCC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NCC(=O)O)[C@@H](C)CC)[C@@H](C)O
93,MITE0000056.reaction1.example1,CC[C@H](C)[C@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)CNC(=O)[C@H](C)NC(=O)CNC(=O)CNC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](C)NC(=O)[C@H](CO)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CO)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)[C@@H](N)CCSC)[C@@H](C)CC)C(C)C)C(C)C)[C@@H](C)CC)[C@@H](C)CC)[C@@H](C)O)C(C)C)C(C)C)C(=O)NCC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NCC(=O)O)[C@@H](C)CC)[C@@H](C)O,CC[C@H](C)[C@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)CNC(=O)[C@H](C)NC(=O)CNC(=O)CN)C(C)C)C(C)C)C(=O)NCC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NCC(=O)O)[C@@H](C)CC)[C@@H](C)O
94,MITE0000057.reaction1.example1,C[C@@H]1C(=O)C[C@H]2C(C(=O)O)=CC3CC(C)(C)C[C@]312,C[C@@H]1C(=O)OC[C@H]2C(C(=O)O)=CC3CC(C)(C)C[C@]312
95,MITE0000058.reaction1.example1,C=C1C(=O)OC[C@H]2C(C(=O)O)=CC3CC(C)(C)C[C@@]132,CC1(C[C@@]23[C@@H](COC(C42OC4)=O)C(C(O)=O)=CC3C1)C
96,MITE0000058.reaction2.example1,C[C@@H]1C(=O)OC[C@H]2C(C(=O)O)=CC3CC(C)(C)C[C@]312,C=C1C(=O)OC[C@H]2C(C(=O)O)=CC3CC(C)(C)C[C@@]132
97,MITE0000059.reaction1.example1,CC1(C)CC2C=C(C(=O)O)[C@@H]3COC(=O)C4(CO4)[C@]23C1,CC1=C[C@@]23C(C=C(C(=O)O)[C@@H]2COC(=O)C32CO2)[C@@H]1C
98,MITE0000060.reaction1.example1,CC1=CC2CC(C)(C)C[C@@]23[C@H](C)CC[C@@H]13,C[C@@H]1CC[C@H]2C(C(=O)O)=CC3CC(C)(C)C[C@]312
99,MITE0000061.reaction1.example1,CC(C)[C@@H]1CC[C@@]2(C)C[C@H]3[C@@H](C)CC[C@@H]3[C@](C)(O)CC=C12,CC(C)[C@@H]1CC[C@@]2(C)C[C@@H]3[C@H]([C@@H](O)C[C@@H]3C)[C@](C)(O)CC=C12
100,MITE0000062.reaction1.example1,CC(C)[C@@H]1CC[C@@]2(C)C[C@@H]3[C@H]([C@@H](O)C[C@@H]3C)[C@](C)(O)CC=C12,CC(C)[C@@H]1CC[C@@]2(C)C[C@H]3[C@@H](CO)C[C@H](O)[C@@H]3[C@](C)(O)CC=C12
101,MITE0000063.reaction1.example1,C=C1C(=O)OC[C@H]2C(C(=O)O)=CC3CC(C)(C)C[C@@]132,CC1(C[C@@]23[C@@H](COC(C42OC4)=O)C(C(O)=O)=CC3C1)C
102,MITE0000063.reaction2.example1,C[C@@H]1C(=O)OC[C@H]2C(C(=O)O)=CC3CC(C)(C)C[C@]312,C=C1C(=O)OC[C@H]2C(C(=O)O)=CC3CC(C)(C)C[C@@]132
103,MITE0000064.reaction1.example1,CC1=CC2CC(C)(C)C[C@@]23[C@H](C)CC[C@@H]13,C[C@@H]1CC[C@H]2C(C=O)=CC3CC(C)(C)C[C@]312
104,MITE0000065.reaction1.example1,C[C@@H]1C(=O)C[C@H]2C(C(=O)O)=CC3CC(C)(C)C[C@]312,C[C@@H]1C(=O)OC[C@H]2C(C(=O)O)=CC3CC(C)(C)C[C@]312
105,MITE0000066.reaction1.example1,O=C(O)c1[nH]c(C(=O)O)c(-c2c[nH]c3c(Cl)cccc23)c1-c1c[nH]c2c(Cl)cccc12,O=C(O)c1[nH]c(C(=O)O)c2c1c1c3cccc(Cl)c3[nH]c1c1[nH]c3c(Cl)cccc3c12
106,MITE0000067.reaction1.example1,O=C(O)C(=O)Cc1c[nH]c2c(Cl)cccc12,O=C(O)c1[nH]c(C(=O)O)c(-c2c[nH]c3c(Cl)cccc23)c1-c1c[nH]c2c(Cl)cccc12
107,MITE0000068.reaction1.example1,NC(Cc1c[nH]c2c(Cl)cccc12)C(=O)O,O=C(O)C(=O)Cc1c[nH]c2c(Cl)cccc12
108,MITE0000069.reaction1.example1,NC(Cc1c[nH]c2ccccc12)C(=O)O,NC(Cc1c[nH]c2c(Cl)cccc12)C(=O)O
109,MITE0000070.reaction1.example1,O=C(O)c1[nH]c(C(=O)O)c2c1c1c3cccc(Cl)c3[nH]c1c1[nH]c3c(Cl)cccc3c12,O=C1NC(=O)c2c1c1c3cccc(Cl)c3[nH]c1c1[nH]c3c(Cl)cccc3c21
110,MITE0000071.reaction1.example1,c1cc[nH]c1,Brc1[nH]c(Br)c(Br)c1Br
111,MITE0000071.reaction2.example1,CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-])C(O)C(=O)NCCC(=O)NCCSC(=O)c1ccc[nH]1,Brc1[nH]c(Br)c(Br)c1Br
112,MITE0000072.reaction1.example1,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)C1=C(O)CC=CC=C1,O=C(O)[C@@]12O[C@@H]1C=CC=CC2=O
113,MITE0000073.reaction1.example1,CSc1c(O)cc(-c2ccccn2)nc1C(=O)NC(CC(C)C)C(=O)O,CSc1c(O)cc(-c2ccccn2)nc1C(=O)O
114,MITE0000074.reaction1.example1,CC(C)CC(C(=O)O)n1sc2c(O)cc(-c3ccccn3)nc2c1=O,CSc1c(O)cc(-c2ccccn2)nc1C(=O)NC(CC(C)C)C(=O)O
115,MITE0000075.reaction1.example1,CSc1c(O)cc(-c2ccccn2)nc1/C=N/O,COc1cc(-c2ccccn2)nc(C=NO)c1SC
116,MITE0000076.reaction1.example1,C#CCCCC(=CCl)CCC(C)C=CCCC(=O)NCCC(=CC(=O)N1C(=O)C=CC1C)OC,COC(=CC(=O)N1C(=O)C=CC1C)CCNC(=O)CCC=CC(C)CCC(=CCl)CCCC#CBr
117,MITE0000076.reaction2.example1,C#CCCCC(=CCl)CCC(C)C=CCCC(=O)NCCC(=CC(=O)N1C(=O)C=CC1C)OC,COC(=CC(=O)N1C(=O)C=CC1C)CCNC(=O)CCC=CC(C)CCC(=CCl)CCCC#CI
118,MITE0000077.reaction1.example1,Cc1cccc(O)c1C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,Cc1ccc(C)c(C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2OP(=O)(O)O)c1O
119,MITE0000080.reaction1.example1,Cc1cccc(O)c1C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,Cc1ccc(C)c(C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2OP(=O)(O)O)c1O
120,MITE0000081.reaction1.example1,CC(C)CCCCCCCCCCCCCc1cc(O)cc(O)c1,CC(C)CCCCCCCCCCCCCc1cc(O)cc(O)c1O
121,MITE0000081.reaction2.example1,CC(C)CCCCCCCCCCCCc1cc(O)cc(O)c1,CC(C)CCCCCCCCCCCCc1cc(O)cc(O)c1O
122,MITE0000081.reaction3.example1,CCC(C)CCCCCCCCCCCCc1cc(O)cc(O)c1,CCC(C)CCCCCCCCCCCCc1cc(O)cc(O)c1O
123,MITE0000081.reaction4.example1,CCCCCCCCCCCCCCCc1cc(O)cc(O)c1,CCCCCCCCCCCCCCCc1cc(O)cc(O)c1O
124,MITE0000082.reaction1.example1,CC(C)CCCCCCCCCCCCCc1cc(O)cc(O)c1O,COc1cc(O)cc(CCCCCCCCCCCCCC(C)C)c1O
125,MITE0000082.reaction2.example1,CC(C)CCCCCCCCCCCCc1cc(O)cc(O)c1O,COc1cc(O)cc(CCCCCCCCCCCCC(C)C)c1O
126,MITE0000082.reaction3.example1,CCC(C)CCCCCCCCCCCCc1cc(O)cc(O)c1O,CCC(C)CCCCCCCCCCCCc1cc(O)cc(OC)c1O
127,MITE0000082.reaction4.example1,CCCCCCCCCCCCCCCc1cc(O)cc(O)c1O,CCCCCCCCCCCCCCCc1cc(O)cc(OC)c1O
128,MITE0000083.reaction1.example1,COc1cc(O)cc(CCCCCCCCCCCCC(C)C)c1O,COc1cc(OCC=C(C)CCC=C(C)CCC=C(C)C)cc(CCCCCCCCCCCCC(C)C)c1O
129,MITE0000083.reaction2.example1,COc1cc(O)cc(CCCCCCCCCCCCC(C)C)c1O,COc1cc(OCC=C(C)CCC=C(C)C)cc(CCCCCCCCCCCCC(C)C)c1O
130,MITE0000084.reaction1.example1,Oc1cc(O)c2c(O)cc(O)cc2c1,O=C1C(O)=CC(=O)c2c(O)cc(O)cc21
131,MITE0000085.reaction1.example1,O=C1C(O)=CC(=O)c2c(O)cc(O)cc21,Cc1c(O)cc2c(c1O)C(=O)C=C(O)C2=O
132,MITE0000086.reaction1.example1,CC(C)=CCC/C(C)=C/C[C@]1(O)C(=O)c2cc(O)c(C)c(O)c2C(=O)[C@@]1(Cl)CC=C(C)C,CC(C)=CCCC(C)=CC[C@@]12OC(C)(C)[C@H](Cl)C[C@]1(Cl)C(=O)c1c(cc(O)c(C)c1O)C2=O
133,MITE0000087.reaction1.example1,Cc1cc2cc3cccc(O)c3c(O)c2c(O)c1C(=O)CCC(C)C,CC1=C(C(=O)CCC(C)C)C(=O)c2c(cc3cccc(O)c3c2O)C1=O
134,MITE0000088.reaction1.example1,C/C=C(C)/C=C(C)/C(O)=C(/C)C(=O)[S-],C/C=C(\C)C1OC1(C)C(O)=C(C)C(=O)[S-]
135,MITE0000090.reaction1.example1,CC(C)=CCC/C(C)=C\CC/C(C)=C\CC/C(C)=C\COP(=O)([O-])OP(=O)([O-])[O-],CC(C)=CCCC(C)=CCCC1(C)C2CC3C(C2)C31C
136,MITE0000091.reaction1.example1,CC(C)=CCC/C(C)=C\CCC1(C)C2CC3C(C2)C31C,CC(C)=CCCC(C)(O)C(=O)CCC1(C)C2CC3C(C2)C31C
